unique_key,lang,link,question_number,flores_passage,question,mc_answer1,mc_answer2,mc_answer3,mc_answer4,correct_answer_num,dialect,ds
https://en.wikivoyage.org/wiki/Guanajuato_2,hin_Deva,https://en.wikivoyage.org/wiki/Guanajuato,2,"जार्डिन डे ला यूनियन, इस स्थान को 17 वीं शताब्दी के कॉन्वेंट के लिए एट्रियम के रूप में बनाया गया था, जिसमें से टेम्प्लो डे सैन डिएगो एकमात्र इमारत बची है। अब यह केंद्रीय प्लाजा के रूप में कार्य करता है, और जहा दिन और रात बहुत सारी काम चलते हैं | बगीचे के आस-पास कई रेस्तरां हैं. यहाँ के सेंट्रल पार्क गेज़बो में अक्सर दोपहर और शाम को मुफ़्त में संगीत के कार्यक्रम आयोजित किए जाते हैं. Callejon del Beso (चुंबन की गली)। दो छज्जे जो कि सिर्फ आपस में 69 सेन्टीमीटर्स की दूरी पर हैं, एक पुरानी प्रेम कथा का घर हैं। चंद रुपयों के लिए कुछ बच्चे आपको कहानी सुनाएँगे।","गद्यांश के अनुसार, निम्नलिखित में से कौन सा जार्डिन डे ला यूनिऑन में नहीं पाया जाता है?",संगीत कार्यक्रमों के साथ एक केंद्रीय गज़ेबो,पुराने रोमांटिक किंवदंती का जन्मस्थान,बगीचे के चारों ओर बहुत सारे रेस्तरां,पुरानी कॉन्वेंट इमारत,2,hin_Deva,2023-07-21
https://en.wikivoyage.org/wiki/Hiking_destinations_in_Norway_1,hin_Deva,https://en.wikivoyage.org/wiki/Hiking_destinations_in_Norway,1,"नॉर्वे के लिए खड़ी ढलान और घाटियाँ अनूठी हैं, जो अचानक एक ऊँचे, ज़्यादा या कम समतल पठार बनाती हैं. इन पठारों को अक्सर “चौड़ाई” के रूप में संदर्भित किया जाता है, जिसका अर्थ है एक विस्तृत, खुला स्थान, एक असीम फैलाव | रोगलैंड और एगडर में उन्हें आमतौर पर “हेई” कहा जाता है जिसका अर्थ वीरान दलदली भूमि होता है जो अक्सर हीदर से आच्छादित होती है।",नॉर्वे के बाकी हिस्सों की तुलना में रोगलैंड या अगडर में पठारों के बारे में क्या अलग है?,उनके पास पेड़ हैं,कोई गड़बड़ नहीं है,प्लेटफ़ॉर्म अक्सर समान होते हैं,वे अक्सर हीदर में ढके होते हैं,4,hin_Deva,2023-07-21
https://en.wikivoyage.org/wiki/Hong_Kong_2,hin_Deva,https://en.wikivoyage.org/wiki/Hong_Kong,2,"हांगकांग द्वीप हांगकांग के क्षेत्र को उसका नाम देता है और यह वह स्थान है जिसे कई पर्यटक मुख्य केंद्र बिंदु मानते हैं। भवनों की परेड जिसने हाँगकाँग की स्कायलाइन को चमचमाते बार चार्ट की तरह बनाया है, उसने विक्टोरिया हार्बर के पानी की मौज़ूदगी को देखने लायक बनाया है. हांगकांग के सर्वश्रेष्ठ नज़ारे प्राप्त करने के लिए, द्वीप को छोड़े और कॉव्लून वॉटरफ्रंट के विपरीत चले जाये | हांगकांग द्वीप के शहरी विकास का ज्यादातर हिस्सा पुनः निर्मित भूमि पर उत्तरी तट के साथ अधिक रूप से भरा हुआ है। यह वह जगह है जहाँ ब्रिटिश उपनिवेशवादियों ने अपना बनाया और इसलिए अगर आप इस जगह के औपनिवेशिक अतीत के सबूतों को ढूँढ रहे हैं, तो यह एक अच्छी जगह है.",कौन सा स्थान उन पर्यटकों से अपील करेगा जो चौंकाने वाले दृश्यों को प्राथमिकता देते हैं?,विक्टोरिया हार्बर,सही हांगकांग,हांगकांग द्वीप,कॉव्लून वॉटरफ्रंट,4,hin_Deva,2023-07-21
https://en.wikivoyage.org/wiki/Hostels_1,hin_Deva,https://en.wikivoyage.org/wiki/Hostels,1,"होस्टल खास तौर पर युवा लोगों के लिए होते हैं. इनमें ज़्यादातर बीस साल की उम्र के लोग रुकते हैं. हालाँकि, आपको अक्सर यहाँ बड़ी उम्र के यात्री भी मिल सकते हैं. बच्चों के साथ वाले परिवार दिखना एक बहुत ही नामुमकिन सी बात है, लेकिन कुछ होस्टल उनको निजी कमरे में रहने की अनुमति देते हैं।","गद्यांश के अनुसार, किस प्रकार के अतिथि को एक साझा छात्रावास के कमरे में पाए जाने की संभावना सबसे कम है?",अपने शुरुआती बीस में एक मेहमान,अतिथि अकेले यात्रा कर रहा है,अतिथि जो छोटे बच्चों के साथ यात्रा करते हैं,तीसवें दशक के बीच में एक अतिथि,3,hin_Deva,2023-07-21
https://en.wikivoyage.org/wiki/Mallorca_1,hin_Deva,https://en.wikivoyage.org/wiki/Mallorca,1,"मेजरकेन खाना, भूमध्य सागर में समान क्षेत्रों की तरह, रोटी, सब्जियों और मांस (विशेष रूप से सूअर का मांस) पर आधारित है, और जैतून के तेल का उपयोग करता है। एक सामान्य लोकप्रिय डिनर, विशेष रूप से गर्मी के मौसम में, पा एम्बे ओली है: ब्रेड के साथ ऑलिव ऑयल, टमाटर, और कोई भी उपलब्ध रुचिकर सामग्री जैसे पनीर, ट्यूना मछली आदि।","मार्ग के अनुसार, इनमें से कौन मेजरन व्यंजनों का मुख्य आधार नहीं है?",गोश्त,रोटी,दाना,तरकारी,3,hin_Deva,2023-07-21
https://en.wikivoyage.org/wiki/Maori_culture_1,hin_Deva,https://en.wikivoyage.org/wiki/Maori_culture,1,"हैंगी भोजन को जमीन में एक गर्म गड्ढे में पकाया जाता है। गड्ढे को या तो आग द्वारा गर्म पत्थरों से गर्म किया जाता है या कुछ जगहों पर भूतापीय गर्मी स्वाभाविक रूप से ज़मीन के क्षेत्रों को गर्म बना देती है. हैंगि का इस्तेमाल अक्सर पारंपरिक रोस्ट स्टाइल डिनर पकाने के लिए किया जाता है. रोटोरुआ में कई जगह जिओथर्मल हैंगई प्रदान करते हैं, जबकि अन्य हैंगई का क्राइस्टचर्च, वेलिंगटन और अन्य जगहों पर नमूना लिया जा सकता है.","गद्यांश में दी गई जानकारी के आधार पर, हांगी भोजन के बारे में कौन सा कथन सत्य नहीं है?",भूतापीय हंगी गड्ढे को गर्म करने के लिए आग से गर्म पत्थरों का उपयोग करता है,गर्म पत्थरों का उपयोग कर हांगी वेलिंगटन में उपलब्ध है,भुना हुआ डिनर अक्सर हांगी का उपयोग करके पकाया जाता है,रोटोरुआ में भू तापीय हांगी पाया जा सकता है,1,hin_Deva,2023-07-21
https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook_2,hin_Deva,https://en.wikivoyage.org/wiki/Past_events/Wikimania_2018_Cape_Town_Guidebook,2,"केप टाउन और उसके आस-पास के इलाकों में मेट्रो रेल के लोकल ट्रेन में दो कक्षाएँं हैं: मेट्रो प्लस (जिसे प्रथम श्रेणी भी कहा जाता है) और मेट्रो (जिसे थर्ड क्लास कहा जाता है)। मेट्रोप्लस ज़्यादा आरामदायक और कम भीड़ वाला होता है, लेकिन यह थोड़ा ज़्यादा महंगा होता है. हालाँकि, फिर भी यह यूरोप के सामान्य मेट्रो टिकिट से सस्ता है. हर ट्रेन में मेट्रो प्लस और मेट्रो डब्बे होते हैं; मेट्रो प्लस डब्बे हमेशा ट्रेन के पीछे केप टाउन के पास होते हैं.","गद्यांश के अनुसार, केप टाउन में हर कम्यूटर ट्रेन में क्या है?",कम भीड़ वाला मेट्रो कोच,दोनों वर्गों के लिए टिकट की कीमत समान है,तीन अलग कक्षाएं,प्रथम और तृतीय श्रेणी दोनों कोच,4,hin_Deva,2023-07-21
https://en.wikivoyage.org/wiki/Pests_1,hin_Deva,https://en.wikivoyage.org/wiki/Pests,1,"यात्रियों को उन जानवरों और कीड़ों का सामना करना पड़ता है, जिससे वे अपने गृह क्षेत्र में परिचित नहीं होते हैं. कीट भोजन को ख़राब कर सकते हैं, जलन पैदा कर सकते हैं, या इससे भी बदतर स्थिति में एलर्जी पैदा कर सकते हैं, विष फैला सकते हैं या संक्रमण फैला सकते हैं. संक्रामक बीमारियां, या खतरनाक जानवर जो बल द्वारा लोगों को घायल या मार सकते हैं, आमतौर पर कीट नहीं माने जाते हैं।",निम्नलिखित में से कौन जानवरों को नष्ट करने वाले कीड़ों का मौका नहीं है?,चिड़चिड़ा हो सकता है,एलर्जी का कारण,संक्रमण फैलाना,मजबूत चोटों का कारण,4,hin_Deva,2023-07-21
https://en.wikivoyage.org/wiki/Returning_home_2,hin_Deva,https://en.wikivoyage.org/wiki/Returning_home,2,"जब आप अपनी मातृभूमि में आते हैं, तो इमिग्रेशन चेक आमतौर पर नहीं होता या औपचारिक होता है, लेकिन सीमा शुल्क नियंत्रण एक परेशानी हो सकती है. सुनिश्चित करें कि आप जानते हैं कि आप अन्दर क्या ला सकते हैं और क्या नहीं ला सकते हैं और कानूनी सीमा से अधिक कुछ भी हो, तो उसे घोषित करें।",अपनी मातृभूमि में आने से पहले आपको निम्नलिखित में से क्या पता होना चाहिए?,यदि आव्रजन चेकपॉइंट होगा,यदि आप कानूनी सीमाओं से ऊपर माल घोषित करना चाहते हैं,यदि सीमा शुल्क नियंत्रण होगा,यदि आपके द्वारा लाई जा रही किसी भी वस्तु को अनुमति नहीं है,4,hin_Deva,2023-07-21
https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Synchronous_and_asynchronous_communication_methods_1,urd_Latn,https://en.wikibooks.org/wiki/Blended_Learning_in_K-12/Synchronous_and_asynchronous_communication_methods,1,"issenchrons communication sey radde amal aur dusron ko jawab denay key waqat mein izafah hota hay. Yeah talbaa ko apni raftaar sey kam karnay aur tadrisi malumat kee raftaar par qaabu paaney kee sahulat deta hay. Iss key elawah, lacheelay auqate kaar kardagi key imkaan key saath waqat kee paabandiyaan chand hee hon gee (breamer, 1998). Internet aur world wide web key istemaal say seekhnay waale iss qaabil ho gaye hain keh woh harr waqat malumat tak rasayi rakhtay hain. Talib ilam apnay sawalat dinn key kisee bhee waqat apnay instructor key paas jamma kar saktay hain aur qadre tez jawab kee tawaqqo kar saktay hain bajaye iss key keh agli aamnay saamney mulaqat kaa intezar karein.",Darjah zail mein sey kon talabah ki motazaad mowasilat ka fayedah nahein hay? ,Bator wasilah internet ka istemaal,Dinn key kisi bhi waqt hidayaton tak rubaru rasaayi,Kaam key lachakdaar auqaat,Raftaar control,2,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Introduction_2,urd_Latn,https://en.wikibooks.org/wiki/Coaching_Youth_Middle_Distance_Runners/Introduction,2,"Chothayi sey aadhay meal kee daud mein tabdeeli key saath, raftaar kee ahmiyat bahut kam ho jaati hay aur sabr wo bardasht ek mutlaq zaroorat ban jaati hay. Bay shakk, ek aala paaye kaa half miller, aisa shakhs jo do minton kaa record tod dey, usay ek achhi raftaar kaa maalik honaa chahiye, magar tamaam khatraat mein bardasht ko lazmi ujagar karnaa chahiye. Kuchh mulk mein mausam sarma key doraan tezqadmi, jo agar sum key oopri hissay key liye jamnazim key kam key saath milayi jaye, yeah tezqadmi key season key liye behtareen tayyari hay.","Ebarat key hisaab sey, darjah zail mein sey kon pahley darjah key aadha meel key runner key liye bahut ziyadah aham nahein hay?",Mosame sarmaa key mahinon key doraan chalney wali mulk key paar ki warzish karnaa,Raftaar parr kasht kaari ko jhelna,Do minat key taht clock karnaa,Bardaasht parr raftaar ki kaasht karnaa,2,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation_1,urd_Latn,https://en.wikibooks.org/wiki/Cognitive_Psychology_and_Cognitive_Neuroscience/Knowledge_Representation_and_Hemispheric_Specialisation,1,"Halankeh AI mein science fiction kaa ek qawee nazariyah carfarma hay, AI computer science kee tashkil denay, rawayyay sey nipatnay, learning aur machine mein danishwari key iktisaab kee ek ahem shaakh hay. Ai kee tahqeeq mein aisi machinein banana shaamil hay jo aise kaamon ko khudkaar banaati hain jinhein zahanat par mabni ravayye kee zaroorat hoti hay. Misalon mein control, planing our sheedoling, gahak kee tashkhis aur sawalat key jawabat denay kee salahiyat, saath hee haath sey likhi tahreer, aawaz aur chehra kee shanakht shaamil hay. Aisi cheezein alahedah mazamin bunn chukki hain, jo haqeeqi zindagi key masail kaa hal faraham karnay par markooz hoti hain. Abhi AI system aksar muashiyat, adviyaat, engineering our fauji shobay mein istemaal kiya jaataa hay, jaise keh mutaaddid ghareloo computer aur video game software application banaye gaye hain.","Ebarat key hisaab sey, darjah zail mein sey kon AI key asal maqsad ka durust khulasah nahein hay?",Manbsubah bandi,Awaz ki shanakht ,Miqaat bandi,Kaam ki khud kaari,4,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Communication_Theory/Nonverbal_Communication_2,urd_Latn,https://en.wikibooks.org/wiki/Communication_Theory/Nonverbal_Communication,2,"Video recording key istemaal key natijay mein micro expression, aur chand khafif secondon tak rahney waali chehrey kee harkat wo sakanaat kee tashrih mein ahem inkeshafat huey hain. Khaas taur par, yeah daawa kiya jaataa hay keh ek shakhs malum kar sakta hai keh aaya woh micro aspiration durust tareeqe sey pesh kartay huey jhoot to nahein bol rahaa hay. Auliver sex nay apnay akhbaar the president speech mein, esharah diyaa keh aise afraad jo dimagh mein noqs honey kee wajah sey baat cheet samajhne key qaabil nahein hotay hain woh kaisay ikhlaas kaa durust tareeqe sey andazah laganay key qaabil hain. Hatta woh yeah bhee tajweez karta hay keh insani solook kee tarjumani kee kuchh aisi salahiyatein jo paltu kutton jaise janwaron mein payee jaa sakti hain.",Micro izhaar ki tashreeh key baarey mein konsa darjah zail bayaniyah durust nahein hay?,Video recordingein aham taraqqiyaat ka baaes ban gayi hein,Durust tashreeh jhoot bolney ka patah laga sakti,Baat key saath chehrey key tassuraat ki tashreeh bhi ki jaati hay,Iss sey kholus ka andazah laganey mein madad mil sakti hay,3,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Exercise_as_it_relates_to_Disease/Can_Exercise_Really_Help_Multiple_Sclerosis%3F_1,urd_Latn,https://en.wikibooks.org/wiki/Exercise_as_it_relates_to_Disease/Can_Exercise_Really_Help_Multiple_Sclerosis%3F,1,"Wilayaate muttahedah america key tool wo arz mein taslib mutaddid (miltpal slerosis) key taqriban 400,000 cases paaye gaye hain, jis say uss kee haisiyat naujawanon aur adhed balghan kee sarr barr aawardah aasaabi beemari kee ho gayee hay. aim es eek aisi beemari hay jo markazi aasaabi nizam parr asar karti hay jo keh dimagh, reedh kee haddy aur aasabe basri say banaa hay. Tehqeeq say patah challa hay keh khwateen mein aim es mardon say do gunaa ziyadah honey kaa imkaan hota hay.","Ebarat ki buniyaad parr, kinkey liye motaddid amraaz ki tashkhisaat sabsey ziyadah mumkin hogi?",Eek 32 salah khatun,Eek 15 salah mard,43 salah mard,10 salah khatun,1,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/First_Aid/Poisoning_1,urd_Latn,https://en.wikibooks.org/wiki/First_Aid/Poisoning,1,Androoni zahar khurani mumkin hay keh fouri taur parr zahir nah ho. matli jaise alamaat etne aam hain keh fouri tashkhis mumkin nahein. Androni zaharkhuri kee behtareen nishandahi adviyaat yaa zahrile ghareloo kimiyayi ajzaa kee khule bottle kee maujudgi hosakti hay. Iss makhsus zahar keliye makhsus frist aid hidayaat key waastay label chek karein.,"Ebarat key hisaab sey, darjah zail mein sey ko internet ki zahar khurani ka sabsey mazboot nishandahi karney wala hoga?",Matli aur bukhaar ,Ulti aur pasenaa aana,Sakht akdan aur pet dard,Eek nuskhah ki goli ka bottle,4,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/French_Revolution/Effects_1,urd_Latn,https://en.wikibooks.org/wiki/French_Revolution/Effects,1,"Yahaan bahut say samaji aur seyasi asraat hotay hain jaise keh metric nizam kaa istemaal, mutliaq alananiyat say jamhuriyat pasandi, qomiyat aur iss soch kee taraf muntaqili keh mulk aam logon kaa hay kisee eek hukmaran kaa nahein. Inqilaab key baad hirfatein tamaam mard darkhwast dehandgan key liye khol di gayee theen, jis say intehayi pur ummeed aur kamiyab afraad ko kamiyabi haasil karnay kaa moqaa milaa. Wohee cheez fauj parr lagoo hoti hay keunkeh fauj kee ranking cliss parr mabni honey key bajaye abb calber parr mabni hoti hay. Francisi inqilaab nay deegar mamalik key dabay kuchlay kam gaar tabqe key logon ko apna inqilaab laanay kee tehreek di.",Farancisi inqilaab sey paida honey wali konsi tabdiliyon ka kaam gaar tabqah key shahriyon parr ahem asar thaa?,Mulk key liye himaayat mein ezaafah ho gaya,Tabqah sey qabiliyat ki taraf muntaqili,Jamhuri nazariyah ko ikhtiyaar karnaa,Eek naya paimaehs karney ka system,2,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/French_Revolution/Effects_2,urd_Latn,https://en.wikibooks.org/wiki/French_Revolution/Effects,2,"Yahaan bahut say samaji aur seyasi asraat hotay hain jaise keh metric nizam kaa istemaal, mutliaq alananiyat say jamhuriyat pasandi, qomiyat aur iss soch kee taraf muntaqili keh mulk aam logon kaa hay kisee eek hukmaran kaa nahein. Inqilaab key baad hirfatein tamaam mard darkhwast dehandgan key liye khol di gayee theen, jis say intehayi pur ummeed aur kamiyab afraad ko kamiyabi haasil karnay kaa moqaa milaa. Wohee cheez fauj parr lagoo hoti hay keunkeh fauj kee ranking cliss parr mabni honey key bajaye abb calber parr mabni hoti hay. Francisi inqilaab nay deegar mamalik key dabay kuchlay kam gaar tabqe key logon ko apna inqilaab laanay kee tehreek di.","Farancisi inqilaab key baad, foj aur deegar peshon mein kamiyaabi ka kiss cheez parr mabni honey ka kam imkaan thaa?",Hosulyaabi,Tabqah,Azam,Salahiyat,2,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Traffic_Flow_1,urd_Latn,https://en.wikibooks.org/wiki/Fundamentals_of_Transportation/Traffic_Flow,1,"Traffic kaa bahao infiradi drivers aur do maqamat key darmiyan gaadiyon kee harkat aur eek dosray key saath inn key honey waale taamulat key mutalay kaa naam hay. Badqismati say traffic kee rawani kaa mutalah bahut mushkil hay keunkeh driver key rawayyah kee peshin goyee sau fisadi yaqeeni key saath nahein kee jasakti hay. Khush qismati say drivers munasib mustaqil hodood key andar bartao karnaa chahte hain; iss tarah traffic kee lines mein kuchh hadd tak isteqamat hoti hay aur isay kisee hadd tak riyaazi key andaaz mein pesh kiya jaa sakta hay. Traffic kee rawani ko behatar dhang say pesh karnay keliye teen asl kirdaar key darmiyan rishtay qayem kiye gaye hain:(1) rawani, (2) kasafat, (3) aur Yeah rishtay mansubah bandi, design, aur shahrahon kee sahuliyaat key chaloo karnay mein madad kartay hain.","Ebarat key hisaab sey, drivers ki gair motawaqqayiat ki wajah sey darjah zail mein sey kiska paimaanah karnaa mushkil ho sakta hay?",Traffic ki raftaar,Sadak ki mansubah bandi,Sadak ki amaliyaat,Traffic ki rawani,4,urd_Latn,2023-07-21
"https://en.wikibooks.org/wiki/General_Biology/Genetics/DNA,_The_Genetic_Material_1",urd_Latn,"https://en.wikibooks.org/wiki/General_Biology/Genetics/DNA,_The_Genetic_Material",1,"DNA ko jinyati maaddah batanay key taalluq say harshi aur ches kaa tajarbah sab say ahem thaa. Harshi aur ches nay eek bacteria mein apnay dna kee pewand kaaree karnay key liye, jaraseem khoron, yaa viruses kaa istemaal kiya. Inhon nay do tajarbaat kiyey yaa to radio active phosphorce say feej kaa DNA bananay key liye yaa radio active sulfur say feej kaa protein bananay key liye.",Hershey aur Chase ney apney DNA ki pewand kaaree karnay key liye kiya istemaal kiya thaa? ,Radio active phosphorce,Jinyati maaddah,Radio active sulfur ,Viruses ,4,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Golf_1,urd_Latn,https://en.wikibooks.org/wiki/Golf,1,"Golf aisa khel hay jis mein khiladi gend ko surakhon key andar daalnay keliye dandon kaa istemaal karta hay- Kisee bhee regular round mein attharah hole ( hole ) khelay jaatay hain, aur khiladi aadatan corse mein pehle hole say shuroo kartay hain aur attharahwein parr tamaam kartay hain. Woh khiladi jo corse jeetnay key liye sab say kam stroke lagaata hay, yaa sab say kam galf club key swings lagaata hay. Yeah khel ghas prr khela jaataa hay, aur surakh key ird gird kee ghas ko thodi der pehle hee kata gayaa hota hay aur isay sabz kehtay hain-",Golf ka maqsad kis cheez ki kam sey kam miqdaar ko lenaa hota hay?,Gendon,Stokes,Waqt,Surakhein,2,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/History_of_Rail_Transport/Early_Rail_Transportation_2,urd_Latn,https://en.wikibooks.org/wiki/History_of_Rail_Transport/Early_Rail_Transportation,2,"Bartaniah mein solahvein sadee key awail mein vegan key raastay tameer kiye gaye. Halankeh vegan veez mahaz lakdi key motawazi takhton parr mushtamil hoti thee, uss say ghodon ko aisi tezi say kheenchnay mein madad milti thee aur uss daur kee kharab sadkon parr thoda ziyadah bojh kheench paatay they. Cross ties kaa istemaal shuroo key daur mein kiya gayaa thaa taakeh patriyan apni jagah parr saabit rahein. lekin tadrijan mohaqqaq kiya gayaa keh agar inn key oper iron kee step lagaa di jaye to patriyan ziyadah kaar aamad hon gee. Yeah eek aam tariqah rawaj paya gaya, lekin lohay kee wajah say lakdi kee gaadiyon key pahiyon mein ziyadah zeebaish kee jaaney lagi. Aakhirkar, laktari key pahiyon ko lohay key pahiyon say tabdil kar diyaa gayaa. 1767 mein pehli mokammal lohay kee railein mutaarif karwayi gayein.","Ebarat key hisaab sey, lakdi ki pahiyon ko lohey ki pahiyon sey keon tabdil kar diya gaya thaa?",Unsey ghodon ki raftaar badh gayi thee,Unko ziyaadah umdah samjha jaata thaa,Wohh bady bojhon ko sanbhalney key qaabil theen,Unko patriyon parr lohey key zariyah nichey pahnaya jaa rahaa thaa,4,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Lucid_Dreaming/Induction_Techniques_1,urd_Latn,https://en.wikibooks.org/wiki/Lucid_Dreaming/Induction_Techniques,1,"Tumhare normal neend key auqaat mein neend kaa tutna aur phir (10-60 minut mein) dobarah so jaana eek baa maqsad amal hay. Aap ko mokammal tor parr jagaye baghair hosh mein laanay key liye eek nisbatan khamush alarm ghadi kaa istemaal karr key yeah kam aasani say kiya jaa sakta hay. Agar aap khud ko neend mein apni ghadi ko dobarah tartib deetay hoay paatay hain, to iss ko kamray key doosri jaanib rakhaa jaa sakta hay, jo aap ko bistar say nikal kar uss ko band karnay parr majboor karr day gaa. Bio retham parr mabni deegar ekhtiyarat mein sonay say pehle kaafi miqdar mein sayyal mashrubaat (khaas tor parr paani yaa chaye, peshaab mein izaafe kee baes) pina shaamil hay, jis say kisee ko bhee peshaab karnay key liye uthnay parr majboor honaa padta hay.","Aam nind key waqt key doraan jaan boojh kar bedaar honay key baad, inmein sey kon nind ki modakhelat key amal key saath modakhelat karegaa?",Waapas soney jaaney sey pahley deidh ghantaa padhnaa,Gusul khanah istemaal karkey sidhey waapas soney jaana,Apni shabb bedaari mein alarm band karkey bees minaton baad waapas soney jaana,Apni shabb bedaari mein bottle sey paani piney key liye bedaar honaa,1,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Modern_Photography/Lenses_2,urd_Latn,https://en.wikibooks.org/wiki/Modern_Photography/Lenses,2,Zoom lenson key noqsanat mein iskay focal pecheedgi hay our lens anaasir kee taadad ko tool maaskah kaa eek range haasil karnaa hota hay jo ibtadayi lenson key muqabilay mein intehayi ziyadah hoti hay- Lens masnuaat mein lens tayyaar karnay waalon key aala meyaar haasil karr lenay key baad yeah muamilah apni ahmiyat khota jaa rahaa hay. Iss nay zoom lenses ko aisi meyari tasavir pesh karnay key qaabil banaya hay jokeh muqarrar kardah tool maaskah lenses say haasil kee jaaney waali tasavir key muqabilay kee hon. Zoom lenson kaa eek dosra noqsan iskay lens kaa zayed tareen aperture (raftaar) hay jo aam tor parr kam hota hay- Flesh key baghair kam roshni mein sastaa zoom adsah istemaal karnay mein bahut mushkil hota hay.,"Ebarat mein malumaat ki buniyaad parr, zoom lens ko ibtadayi lens parr kabb tarjeeh dee jaa sakti hay?",Agar aala ziyaadah sey ziyaadah suraakh tarjeeh ho,Agar aap ko kam lens key anaasir chahiyein,Agar aap ziyadah tareek tartibaat mein flash na istemaal karna chahtey hon,Agar aap mazeed focal uljhan ki talaash kar rahey hon,4,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Sensory_Systems/Visual_System_1,urd_Latn,https://en.wikibooks.org/wiki/Sensory_Systems/Visual_System,1,"Beenayi, yaa dekhnay kee salahiyat kaa inhesaar basri nizam key hiss say mutalliq aazaa yaa aankhon parr hota hay. Aankhon kee bahut see mukhtalif sakhtein hain jo jaandar kee zaruriyat parr inhesaar kartay hoay pecheedgi mein mukhtalif hadein rakhti hain. Mukhtalif tamirati hacklonb kee mukhtalif salahiyatein hoti hain, woh mukhtalif tool kee lahar key liye hissaas hotay hain aur unn mein hiddat key mukhtalif darjaat hotay hain, unn ko behtar tareeqe say kam karnay key waastay in-puts aur mukhtalif nambaraat ko samajhne key liye mukhtalif processing kee zaroorat bhee parti hay.",Kiss salahiyat parr inhesaar ko dekhnaa hay?,Basari nizaam key aazaa,Hayatiyaat ki zaruriyaat ,Makhsus lahar ki lambayion key liye hassasiyat,Tez nigaahi key mukhtalif darjey,1,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Sensory_Systems/Visual_System_2,urd_Latn,https://en.wikibooks.org/wiki/Sensory_Systems/Visual_System,2,"Beenayi, yaa dekhnay kee salahiyat kaa inhesaar basri nizam key hiss say mutalliq aazaa yaa aankhon parr hota hay. Aankhon kee bahut see mukhtalif sakhtein hain jo jaandar kee zaruriyat parr inhesaar kartay hoay pecheedgi mein mukhtalif hadein rakhti hain. Mukhtalif tamirati hacklonb kee mukhtalif salahiyatein hoti hain, woh mukhtalif tool kee lahar key liye hissaas hotay hain aur unn mein hiddat key mukhtalif darjaat hotay hain, unn ko behtar tareeqe say kam karnay key waastay in-puts aur mukhtalif nambaraat ko samajhne key liye mukhtalif processing kee zaroorat bhee parti hay.",Hayatiyaat keyn darmiyaan ankh ki saakht ka tanawwo kiss cheez parr munhasir hota hay?,Toole mauj ki hassasiyat,Hayatiyaat ki zaruriyaat,Tez nigaahi ki satah,Hayatiyaat ki pecheedgi,2,urd_Latn,2023-07-21
https://en.wikibooks.org/wiki/Sikhism_2,urd_Latn,https://en.wikibooks.org/wiki/Sikhism,2,Sikh mat shubtah qaarrah hind kaa eek mazhab hay. iss kaa irteqaa punjab key elaqah mein qadeem hindu mazhab say ikhtelaaf key baes 15 vein sadee mein huwa. Sikh apnay aqeede ko hindu mazhab say alag maantay hain halankeh apni hindu bunyadon aur rewayaat ko tasleem kartay hain- Sikh log apnay mazhab ko grumat kehtay hain jis key maanee guru key mazhab hain. guru kaa tasavvur tamaam hindustani mazahib kaa eek bunyadi pehlu hay lekin sikh mat mein iss kee ahmiyat eek bunyadi aqeedah kee haisiyat say hay. Iss mazhab kee bunyaad guru naanak (1469-1539) nay 15 vein sadee mein rakhi. inn key baad yakay baad deegray naw mazeed guru aayey.,Ebarat key hisaab sey darjah zail mein sey kisko Sikh aqeedah key system ka markazi pahlu samjha jaata hay?,Guru ka tasavvur,Hindu rewayatein ,Deegar hindustani mazhabon ko tasleem karney sey inkaar,Panjabi zubaan mein bolnaa,1,urd_Latn,2023-07-21
